id,lon,lat,zona
976,-73.865782,40.854269,Bronx
977,-73.85872,40.853183,Bronx
978,-73.851922,40.854213,Bronx
979,-73.839736,40.848715,Bronx
980,-73.84535,40.855151,Bronx
981,-73.869429,40.841492,Bronx
982,-73.867839,40.844975,Bronx
983,-73.860449,40.842736,Bronx
984,-73.863182,40.844629,Bronx
985,-73.865232,40.848107,Bronx
986,-73.850843,40.84397,Bronx
987,-73.855396,40.847099,Bronx
988,-73.848279,40.848989,Bronx
989,-73.853864,40.872035,Bronx
990,-73.859208,40.872872,Bronx
991,-73.865082,40.873896,Bronx
992,-73.869417,40.874301,Bronx
993,-73.84962,40.873369,Bronx
994,-73.843012,40.873792,Bronx
995,-73.836357,40.866638,Bronx
996,-73.855729,40.876061,Bronx
997,-73.848764,40.879496,Bronx
998,-73.862044,40.879219,Bronx
999,-73.855667,40.879288,Bronx
1000,-73.859424,40.884169,Bronx
1001,-73.853936,40.8825,Bronx
1002,-73.860305,40.892724,Bronx
1003,-73.864536,40.884615,Bronx
1004,-73.856757,40.889112,Bronx
1005,-73.851009,40.887393,Bronx
1006,-73.835227,40.885986,Bronx
1007,-73.844256,40.88378,Bronx
1008,-73.834586,40.878574,Bronx
1009,-73.814016,40.887124,Bronx
1010,-73.831243,40.89018,Bronx
1011,-73.844902,40.891366,Bronx
1012,-73.871652,40.897822,Bronx
1013,-73.86548,40.898814,Bronx
1014,-73.850971,40.90019,Bronx
1015,-73.854711,40.903353,Bronx
1016,-73.85971,40.897093,Bronx
1017,-73.854969,40.895187,Bronx
1018,-73.84174,40.895233,Bronx
1019,-73.846075,40.894215,Bronx
1020,-73.850218,40.896993,Bronx
1021,-73.845215,40.900967,Bronx
1022,-73.882473,40.894275,Bronx
1023,-73.806162,40.871189,Bronx
1024,-73.875744,40.857727,Bronx
1025,-73.883495,40.791096,Bronx
1026,-73.930664,40.717253,Brooklyn
1027,-73.92254,40.710705,Brooklyn
1028,-73.94898,40.733636,Brooklyn
1029,-73.941296,40.728625,Brooklyn
1030,-73.943154,40.723172,Brooklyn
1031,-73.938521,40.7256,Brooklyn
1032,-73.962011,40.724026,Brooklyn
1033,-73.957411,40.733994,Brooklyn
1034,-73.95703,40.729887,Brooklyn
1035,-73.953502,40.731851,Brooklyn
1036,-73.955504,40.726138,Brooklyn
1037,-73.952619,40.72338,Brooklyn
1038,-73.947855,40.724445,Brooklyn
1039,-73.949093,40.727681,Brooklyn
1040,-73.949164,40.719493,Brooklyn
1041,-73.956892,40.718338,Brooklyn
1042,-73.95537,40.71527,Brooklyn
1043,-73.960729,40.719121,Brooklyn
1044,-73.966153,40.708088,Brooklyn
1045,-73.965537,40.710694,Brooklyn
1046,-73.963973,40.713358,Brooklyn
1047,-73.959014,40.711265,Brooklyn
1048,-73.960181,40.708521,Brooklyn
1049,-73.96151,40.705754,Brooklyn
1050,-73.964629,40.703938,Brooklyn
1051,-73.954617,40.700579,Brooklyn
1052,-73.957791,40.703498,Brooklyn
1053,-73.960451,40.700176,Brooklyn
1054,-73.952386,40.711349,Brooklyn
1055,-73.953874,40.707931,Brooklyn
1056,-73.947417,40.701184,Brooklyn
1057,-73.950933,40.702998,Brooklyn
1058,-73.954875,40.705541,Brooklyn
1059,-73.939594,40.702633,Brooklyn
1060,-73.944429,40.703277,Brooklyn
1061,-73.929017,40.706207,Brooklyn
1062,-73.936752,40.708951,Brooklyn
1063,-73.935912,40.703936,Brooklyn
1064,-73.941548,40.707378,Brooklyn
1065,-73.946914,40.707359,Brooklyn
1066,-73.938704,40.713442,Brooklyn
1067,-73.943585,40.711954,Brooklyn
1068,-73.94766,40.711772,Brooklyn
1069,-73.93863,40.718882,Brooklyn
1070,-73.942349,40.717838,Brooklyn
1071,-73.944751,40.715771,Brooklyn
1072,-73.949137,40.71534,Brooklyn
1073,-73.987331,40.702777,Brooklyn
1074,-73.972396,40.701521,Brooklyn
1075,-73.988231,40.693046,Brooklyn
1076,-73.992128,40.691574,Brooklyn
1077,-73.98383,40.699317,Brooklyn
1078,-73.982958,40.695655,Brooklyn
1079,-73.984099,40.692222,Brooklyn
1080,-73.98897,40.697486,Brooklyn
1081,-73.998504,40.69535,Brooklyn
1082,-73.994189,40.695236,Brooklyn
1083,-73.997015,40.691909,Brooklyn
1084,-73.9814,40.684747,Brooklyn
1085,-73.985577,40.686421,Brooklyn
1086,-73.990125,40.688069,Brooklyn
1087,-73.985216,40.689212,Brooklyn
1088,-73.978304,40.691473,Brooklyn
1089,-73.972006,40.691292,Brooklyn
1090,-73.967983,40.691333,Brooklyn
1091,-73.978711,40.688411,Brooklyn
1092,-73.976679,40.685158,Brooklyn
1093,-73.971817,40.684059,Brooklyn
1094,-73.972893,40.687622,Brooklyn
1095,-73.976476,40.694621,Brooklyn
1096,-73.975592,40.696895,Brooklyn
1097,-73.971137,40.694456,Brooklyn
1098,-73.966936,40.696786,Brooklyn
1099,-73.964877,40.69533,Brooklyn
1100,-73.96315,40.691152,Brooklyn
1101,-73.967276,40.687908,Brooklyn
1102,-73.967434,40.683859,Brooklyn
1103,-73.962692,40.684621,Brooklyn
1104,-73.957672,40.681357,Brooklyn
1105,-73.952284,40.682771,Brooklyn
1106,-73.949711,40.679214,Brooklyn
1107,-73.948787,40.682777,Brooklyn
1108,-73.95723,40.684996,Brooklyn
1109,-73.958019,40.688684,Brooklyn
1110,-73.953273,40.687335,Brooklyn
1111,-73.958307,40.692405,Brooklyn
1112,-73.959057,40.696417,Brooklyn
1113,-73.955162,40.696863,Brooklyn
1114,-73.954256,40.692095,Brooklyn
1115,-73.951696,40.697262,Brooklyn
1116,-73.947232,40.697768,Brooklyn
1117,-73.942479,40.699291,Brooklyn
1118,-73.9413,40.697339,Brooklyn
1119,-73.950766,40.692513,Brooklyn
1120,-73.946291,40.693021,Brooklyn
1121,-73.939728,40.689688,Brooklyn
1122,-73.940574,40.693715,Brooklyn
1123,-73.943707,40.681096,Brooklyn
1124,-73.940644,40.678623,Brooklyn
1125,-73.933916,40.678492,Brooklyn
1126,-73.937767,40.6809,Brooklyn
1127,-73.93192,40.681064,Brooklyn
1128,-73.949802,40.687751,Brooklyn
1129,-73.945258,40.687878,Brooklyn
1130,-73.944384,40.683786,Brooklyn
1131,-73.934507,40.694176,Brooklyn
1132,-73.933945,40.690311,Brooklyn
1133,-73.928139,40.690378,Brooklyn
1134,-73.93851,40.683661,Brooklyn
1135,-73.939114,40.686661,Brooklyn
1136,-73.933292,40.687312,Brooklyn
1137,-73.932718,40.684358,Brooklyn
1138,-73.921309,40.685684,Brooklyn
1139,-73.92688,40.685804,Brooklyn
1140,-73.92622,40.677961,Brooklyn
1141,-73.91977,40.680303,Brooklyn
1142,-73.925657,40.680913,Brooklyn
1143,-73.908676,40.684423,Brooklyn
1144,-73.902673,40.683568,Brooklyn
1145,-73.905084,40.690933,Brooklyn
1146,-73.90759,40.687789,Brooklyn
1147,-73.919511,40.688885,Brooklyn
1148,-73.917948,40.690159,Brooklyn
1149,-73.913162,40.686361,Brooklyn
1150,-73.912901,40.690826,Brooklyn
1151,-73.918262,40.693684,Brooklyn
1152,-73.910698,40.694116,Brooklyn
1153,-73.909826,40.697245,Brooklyn
1154,-73.920074,40.699446,Brooklyn
1155,-73.916265,40.697327,Brooklyn
1156,-73.914441,40.701001,Brooklyn
1157,-73.917007,40.702901,Brooklyn
1158,-73.925154,40.692924,Brooklyn
1159,-73.921343,40.695231,Brooklyn
1160,-73.924408,40.696941,Brooklyn
1161,-73.921401,40.705426,Brooklyn
1162,-73.925448,40.702418,Brooklyn
1163,-73.937641,40.699316,Brooklyn
1164,-73.934018,40.699632,Brooklyn
1165,-73.930495,40.695567,Brooklyn
1166,-73.929415,40.70001,Brooklyn
1167,-73.878762,40.689146,Brooklyn
1168,-73.894407,40.677048,Brooklyn
1169,-73.894897,40.681408,Brooklyn
1170,-73.870275,40.685067,Brooklyn
1171,-73.869128,40.678794,Brooklyn
1172,-73.866507,40.675351,Brooklyn
1173,-73.877471,40.683579,Brooklyn
1174,-73.878375,40.674818,Brooklyn
1175,-73.873935,40.675699,Brooklyn
1176,-73.865776,40.671084,Brooklyn
1177,-73.863669,40.664791,Brooklyn
1178,-73.870465,40.649359,Brooklyn
1179,-73.883376,40.647476,Brooklyn
1180,-73.885052,40.678064,Brooklyn
1181,-73.886183,40.681627,Brooklyn
1182,-73.876797,40.658558,Brooklyn
1183,-73.877441,40.662256,Brooklyn
1184,-73.877,40.665386,Brooklyn
1185,-73.876632,40.668514,Brooklyn
1186,-73.881172,40.666398,Brooklyn
1187,-73.872878,40.669876,Brooklyn
1188,-73.88739,40.673673,Brooklyn
1189,-73.885379,40.669772,Brooklyn
1190,-73.88715,40.664665,Brooklyn
1191,-73.893187,40.663067,Brooklyn
1192,-73.891539,40.654202,Brooklyn
1193,-73.88789,40.659423,Brooklyn
1194,-73.884967,40.657148,Brooklyn
1195,-73.894676,40.670589,Brooklyn
1196,-73.898364,40.667828,Brooklyn
1197,-73.898275,40.661514,Brooklyn
1198,-74.009976,40.675105,Brooklyn
1199,-74.001456,40.687917,Brooklyn
1200,-74.002054,40.684072,Brooklyn
1201,-73.995817,40.687964,Brooklyn
1202,-73.999925,40.678856,Brooklyn
1203,-73.99771,40.684012,Brooklyn
1204,-73.992232,40.685082,Brooklyn
1205,-73.987678,40.683191,Brooklyn
1206,-73.983296,40.681605,Brooklyn
1207,-73.992741,40.66957,Brooklyn
1208,-73.992009,40.673649,Brooklyn
1209,-73.98577,40.678207,Brooklyn
1210,-73.978992,40.681633,Brooklyn
1211,-73.976485,40.680655,Brooklyn
1212,-73.980041,40.677602,Brooklyn
1213,-73.973443,40.675104,Brooklyn
1214,-73.973667,40.679745,Brooklyn
1215,-73.970473,40.679073,Brooklyn
1216,-73.978958,40.670391,Brooklyn
1217,-73.976807,40.672947,Brooklyn
1218,-73.974487,40.669928,Brooklyn
1219,-73.982911,40.665611,Brooklyn
1220,-73.980935,40.668012,Brooklyn
1221,-73.979131,40.664236,Brooklyn
1222,-73.982707,40.673848,Brooklyn
1223,-73.985723,40.670263,Brooklyn
1224,-73.987685,40.667836,Brooklyn
1225,-73.989723,40.665251,Brooklyn
1226,-73.992486,40.681107,Brooklyn
1227,-73.995671,40.676802,Brooklyn
1228,-74.015783,40.65321,Brooklyn
1229,-73.986861,40.661335,Brooklyn
1230,-73.982185,40.658014,Brooklyn
1231,-73.977084,40.656883,Brooklyn
1232,-73.977835,40.648044,Brooklyn
1233,-73.977594,40.652658,Brooklyn
1234,-73.97387,40.648534,Brooklyn
1235,-74.000397,40.658181,Brooklyn
1236,-73.993102,40.663457,Brooklyn
1237,-73.995453,40.661176,Brooklyn
1238,-74.010686,40.648486,Brooklyn
1239,-74.00626,40.652652,Brooklyn
1240,-74.004175,40.647823,Brooklyn
1241,-74.000071,40.648769,Brooklyn
1242,-73.999761,40.645161,Brooklyn
1243,-74.00617,40.645881,Brooklyn
1244,-74.008569,40.643623,Brooklyn
1245,-74.017764,40.641757,Brooklyn
1246,-74.014166,40.645129,Brooklyn
1247,-74.01879,40.638413,Brooklyn
1248,-74.011905,40.634905,Brooklyn
1249,-74.01088,40.641343,Brooklyn
1250,-74.013267,40.639147,Brooklyn
1251,-74.001816,40.643238,Brooklyn
1252,-74.004238,40.640845,Brooklyn
1253,-74.008833,40.636422,Brooklyn
1254,-74.006463,40.638694,Brooklyn
1255,-73.990607,40.651942,Brooklyn
1256,-73.965745,40.678488,Brooklyn
1257,-73.954727,40.676005,Brooklyn
1258,-73.959472,40.677178,Brooklyn
1259,-73.967025,40.674806,Brooklyn
1260,-73.963706,40.673242,Brooklyn
1261,-73.959407,40.672567,Brooklyn
1262,-73.95561,40.671845,Brooklyn
1263,-73.950333,40.676691,Brooklyn
1264,-73.950577,40.672386,Brooklyn
1265,-73.944754,40.675043,Brooklyn
1266,-73.939194,40.674686,Brooklyn
1267,-73.942412,40.669269,Brooklyn
1268,-73.942395,40.671111,Brooklyn
1269,-73.926461,40.675431,Brooklyn
1270,-73.933679,40.674452,Brooklyn
1271,-73.928274,40.672596,Brooklyn
1272,-73.928483,40.668075,Brooklyn
1273,-73.92409,40.670366,Brooklyn
1274,-73.934152,40.668403,Brooklyn
1275,-73.969302,40.661779,Brooklyn
1276,-73.959653,40.660427,Brooklyn
1277,-73.958163,40.654323,Brooklyn
1278,-73.94549,40.663542,Brooklyn
1279,-73.960891,40.667988,Brooklyn
1280,-73.958068,40.667171,Brooklyn
1281,-73.949696,40.666724,Brooklyn
1282,-73.952508,40.666694,Brooklyn
1283,-73.955316,40.666378,Brooklyn
1284,-73.942681,40.666574,Brooklyn
1285,-73.953822,40.658935,Brooklyn
1286,-73.949221,40.658809,Brooklyn
1287,-73.941162,40.66029,Brooklyn
1288,-73.93966,40.657184,Brooklyn
1289,-73.933563,40.664291,Brooklyn
1290,-73.931212,40.660188,Brooklyn
1291,-74.023986,40.610276,Brooklyn
1292,-74.03538,40.616881,Brooklyn
1293,-74.035227,40.614277,Brooklyn
1294,-74.031825,40.613556,Brooklyn
1295,-74.037737,40.622088,Brooklyn
1296,-74.03258,40.618776,Brooklyn
1297,-74.032061,40.621768,Brooklyn
1298,-74.022916,40.62652,Brooklyn
1299,-74.025946,40.623982,Brooklyn
1300,-74.022871,40.622213,Brooklyn
1301,-74.027275,40.618677,Brooklyn
1302,-74.035707,40.628724,Brooklyn
1303,-74.03088,40.624596,Brooklyn
1304,-74.029287,40.628617,Brooklyn
1305,-74.029728,40.63841,Brooklyn
1306,-74.034795,40.636022,Brooklyn
1307,-74.031416,40.634442,Brooklyn
1308,-74.027935,40.631803,Brooklyn
1309,-74.026733,40.634927,Brooklyn
1310,-74.024651,40.638091,Brooklyn
1311,-74.021261,40.633752,Brooklyn
1312,-74.020999,40.629606,Brooklyn
1313,-74.013834,40.630404,Brooklyn
1314,-74.017819,40.622686,Brooklyn
1315,-74.015477,40.617767,Brooklyn
1316,-74.009021,40.617085,Brooklyn
1317,-74.011409,40.621755,Brooklyn
1318,-74.00148,40.625529,Brooklyn
1319,-74.004619,40.623134,Brooklyn
1320,-74.009389,40.626549,Brooklyn
1321,-74.006333,40.629218,Brooklyn
1322,-74.040951,40.629244,Brooklyn
1323,-74.010408,40.607442,Brooklyn
1324,-74.006367,40.601923,Brooklyn
1325,-74.000517,40.599626,Brooklyn
1326,-74.000436,40.60615,Brooklyn
1327,-73.99579,40.603766,Brooklyn
1328,-73.994246,40.594085,Brooklyn
1329,-73.991077,40.595513,Brooklyn
1330,-73.993381,40.600861,Brooklyn
1331,-73.988184,40.600775,Brooklyn
1332,-73.988965,40.597165,Brooklyn
1333,-73.997478,40.618537,Brooklyn
1334,-73.998733,40.612899,Brooklyn
1335,-73.99216,40.612604,Brooklyn
1336,-73.99047,40.605422,Brooklyn
1337,-73.984193,40.616526,Brooklyn
1338,-73.986858,40.61399,Brooklyn
1339,-73.993195,40.622235,Brooklyn
1340,-73.9925,40.619612,Brooklyn
1341,-73.992748,40.616732,Brooklyn
1342,-74.005221,40.613523,Brooklyn
1343,-74.001809,40.619165,Brooklyn
1344,-73.984521,40.609173,Brooklyn
1345,-73.981023,40.610569,Brooklyn
1346,-73.977742,40.611447,Brooklyn
1347,-73.982612,40.603125,Brooklyn
1348,-73.975089,40.602647,Brooklyn
1349,-73.976411,40.606639,Brooklyn
1350,-73.994702,40.643215,Brooklyn
1351,-73.999619,40.639262,Brooklyn
1352,-74.004119,40.635742,Brooklyn
1353,-74.001376,40.62968,Brooklyn
1354,-74.000208,40.632603,Brooklyn
1355,-73.998232,40.63418,Brooklyn
1356,-73.995916,40.63597,Brooklyn
1357,-73.993337,40.638069,Brooklyn
1358,-73.990641,40.640292,Brooklyn
1359,-73.984514,40.643761,Brooklyn
1360,-73.980687,40.643499,Brooklyn
1361,-73.970474,40.640725,Brooklyn
1362,-73.974055,40.642809,Brooklyn
1363,-73.983198,40.638392,Brooklyn
1364,-73.979137,40.633217,Brooklyn
1365,-73.98652,40.635925,Brooklyn
1366,-73.988334,40.633686,Brooklyn
1367,-73.990058,40.632001,Brooklyn
1368,-73.99185,40.630345,Brooklyn
1369,-73.993583,40.628656,Brooklyn
1370,-73.99325,40.625673,Brooklyn
1371,-73.983889,40.619685,Brooklyn
1372,-73.983356,40.62292,Brooklyn
1373,-73.981659,40.625737,Brooklyn
1374,-73.981762,40.629568,Brooklyn
1375,-73.973672,40.62377,Brooklyn
1376,-73.967659,40.622649,Brooklyn
1377,-73.969497,40.611931,Brooklyn
1378,-73.973074,40.616382,Brooklyn
1379,-73.978723,40.638759,Brooklyn
1380,-73.9764,40.640373,Brooklyn
1381,-73.973365,40.637861,Brooklyn
1382,-74.007436,40.576707,Brooklyn
1383,-73.997034,40.572465,Brooklyn
1384,-73.997012,40.574247,Brooklyn
1385,-73.988616,40.576182,Brooklyn
1386,-73.981696,40.57309,Brooklyn
1387,-73.997431,40.589936,Brooklyn
1388,-73.988304,40.589054,Brooklyn
1389,-73.982352,40.580048,Brooklyn
1390,-73.978512,40.5773,Brooklyn
1391,-73.973151,40.580017,Brooklyn
1392,-73.970678,40.578544,Brooklyn
1393,-73.960326,40.575995,Brooklyn
1394,-73.964051,40.587661,Brooklyn
1395,-73.971046,40.587115,Brooklyn
1396,-73.957251,40.580216,Brooklyn
1397,-73.964577,40.578919,Brooklyn
1398,-73.964591,40.58271,Brooklyn
1399,-73.998522,40.577989,Brooklyn
1400,-73.962111,40.652417,Brooklyn
1401,-73.960347,40.647521,Brooklyn
1402,-73.957533,40.639703,Brooklyn
1403,-73.961642,40.642612,Brooklyn
1404,-73.961005,40.637809,Brooklyn
1405,-73.967117,40.648821,Brooklyn
1406,-73.963646,40.64642,Brooklyn
1407,-73.967418,40.643811,Brooklyn
1408,-73.965626,40.636787,Brooklyn
1409,-73.951401,40.633647,Brooklyn
1410,-73.948166,40.635763,Brooklyn
1411,-73.968935,40.630146,Brooklyn
1412,-73.962857,40.63158,Brooklyn
1413,-73.958954,40.631744,Brooklyn
1414,-73.962404,40.6267,Brooklyn
1415,-73.961818,40.621387,Brooklyn
1416,-73.962049,40.617221,Brooklyn
1417,-73.961263,40.612707,Brooklyn
1418,-73.955539,40.613036,Brooklyn
1419,-73.956231,40.619703,Brooklyn
1420,-73.949309,40.621639,Brooklyn
1421,-73.950569,40.616586,Brooklyn
1422,-73.951158,40.626294,Brooklyn
1423,-73.957011,40.62561,Brooklyn
1424,-73.954083,40.631714,Brooklyn
1425,-73.974727,40.630143,Brooklyn
1426,-73.969732,40.63307,Brooklyn
1427,-73.973881,40.634092,Brooklyn
1428,-73.943982,40.57862,Brooklyn
1429,-73.945311,40.584562,Brooklyn
1430,-73.928433,40.591987,Brooklyn
1431,-73.937284,40.599341,Brooklyn
1432,-73.93864,40.596455,Brooklyn
1433,-73.935303,40.59251,Brooklyn
1434,-73.948319,40.59306,Brooklyn
1435,-73.943762,40.594674,Brooklyn
1436,-73.941091,40.591228,Brooklyn
1437,-73.95549,40.593507,Brooklyn
1438,-73.957514,40.589726,Brooklyn
1439,-73.975968,40.593645,Brooklyn
1440,-73.979953,40.59674,Brooklyn
1441,-73.968387,40.596051,Brooklyn
1442,-73.964398,40.594357,Brooklyn
1443,-73.949993,40.599704,Brooklyn
1444,-73.957683,40.598803,Brooklyn
1445,-73.944393,40.604912,Brooklyn
1446,-73.940306,40.602817,Brooklyn
1447,-73.947716,40.60897,Brooklyn
1448,-73.95524,40.607111,Brooklyn
1449,-73.957788,40.603388,Brooklyn
1450,-73.966907,40.603051,Brooklyn
1451,-73.967855,40.607822,Brooklyn
1452,-73.937194,40.588022,Brooklyn
1453,-73.949712,40.58689,Brooklyn
1454,-73.910283,40.669674,Brooklyn
1455,-73.90315,40.671982,Brooklyn
1456,-73.905325,40.677245,Brooklyn
1457,-73.909924,40.679466,Brooklyn
1458,-73.915197,40.682048,Brooklyn
1459,-73.916816,40.677415,Brooklyn
1460,-73.916623,40.673712,Brooklyn
1461,-73.908265,40.674456,Brooklyn
1462,-73.917614,40.668179,Brooklyn
1463,-73.920306,40.666091,Brooklyn
1464,-73.914885,40.660698,Brooklyn
1465,-73.91044,40.660992,Brooklyn
1466,-73.904037,40.665474,Brooklyn
1467,-73.908254,40.664819,Brooklyn
1468,-73.905207,40.661393,Brooklyn
1469,-73.905016,40.657055,Brooklyn
1470,-73.951495,40.653293,Brooklyn
1471,-73.9546,40.65317,Brooklyn
1472,-73.94438,40.653413,Brooklyn
1473,-73.94816,40.652955,Brooklyn
1474,-73.938722,40.65357,Brooklyn
1475,-73.929869,40.654219,Brooklyn
1476,-73.933506,40.654105,Brooklyn
1477,-73.953902,40.640768,Brooklyn
1478,-73.9551,40.644566,Brooklyn
1479,-73.955547,40.648429,Brooklyn
1480,-73.949515,40.648689,Brooklyn
1481,-73.949101,40.644896,Brooklyn
1482,-73.937911,40.646123,Brooklyn
1483,-73.938853,40.649466,Brooklyn
1484,-73.949746,40.640809,Brooklyn
1485,-73.944037,40.641012,Brooklyn
1486,-73.933514,40.636256,Brooklyn
1487,-73.934696,40.641651,Brooklyn
1488,-73.941181,40.634212,Brooklyn
1489,-73.94155,40.637727,Brooklyn
1490,-73.928127,40.648227,Brooklyn
1491,-73.923629,40.648653,Brooklyn
1492,-73.912199,40.652391,Brooklyn
1493,-73.917688,40.649381,Brooklyn
1494,-73.91601,40.656982,Brooklyn
1495,-73.921052,40.657421,Brooklyn
1496,-73.918469,40.653922,Brooklyn
1497,-73.924559,40.661796,Brooklyn
1498,-73.925649,40.655354,Brooklyn
1499,-73.893551,40.594453,Brooklyn
1500,-73.904841,40.618663,Brooklyn
1501,-73.910114,40.610523,Brooklyn
1502,-73.919547,40.592923,Brooklyn
1503,-73.935391,40.610993,Brooklyn
1504,-73.927793,40.61118,Brooklyn
1505,-73.941621,40.614779,Brooklyn
1506,-73.935405,40.618936,Brooklyn
1507,-73.936241,40.624105,Brooklyn
1508,-73.94149,40.622368,Brooklyn
1509,-73.942995,40.618642,Brooklyn
1510,-73.939777,40.62763,Brooklyn
1511,-73.945352,40.626959,Brooklyn
1512,-73.941381,40.630874,Brooklyn
1513,-73.9279,40.631727,Brooklyn
1514,-73.927398,40.629406,Brooklyn
1515,-73.932125,40.627047,Brooklyn
1516,-73.926356,40.639012,Brooklyn
1517,-73.9228,40.637965,Brooklyn
1518,-73.855749,40.615238,Brooklyn
1519,-73.898056,40.648642,Brooklyn
1520,-73.90217,40.652605,Brooklyn
1521,-73.915286,40.645888,Brooklyn
1522,-73.916627,40.63748,Brooklyn
1523,-73.912498,40.640768,Brooklyn
1524,-73.908051,40.644454,Brooklyn
1525,-73.92451,40.616678,Brooklyn
1526,-73.928975,40.621025,Brooklyn
1527,-73.922106,40.6274,Brooklyn
1528,-73.918784,40.616106,Brooklyn
1529,-73.92093,40.621841,Brooklyn
1530,-73.889223,40.630178,Brooklyn
1531,-73.895412,40.644603,Brooklyn
1532,-73.891779,40.641333,Brooklyn
1533,-73.887977,40.639978,Brooklyn
1534,-73.899654,40.638632,Brooklyn
1535,-73.898118,40.634718,Brooklyn
1536,-73.908315,40.632483,Brooklyn
1537,-73.900437,40.630765,Brooklyn
1538,-73.980828,40.58765,Brooklyn
1539,-74.083856,40.645405,StatenIsland
1540,-74.083186,40.639995,StatenIsland
1541,-74.097323,40.639795,StatenIsland
1542,-74.091433,40.63339,StatenIsland
1543,-74.103192,40.631705,StatenIsland
1544,-74.099826,40.625117,StatenIsland
1545,-74.085781,40.627551,StatenIsland
1546,-74.093849,40.621038,StatenIsland
1547,-74.095288,40.614136,StatenIsland
1548,-74.109906,40.612541,StatenIsland
1549,-74.111537,40.64077,StatenIsland
1550,-74.112384,40.633577,StatenIsland
1551,-74.110201,40.625709,StatenIsland
1552,-74.123588,40.634931,StatenIsland
1553,-74.127423,40.628588,StatenIsland
1554,-74.119339,40.628464,StatenIsland
1555,-74.116943,40.619083,StatenIsland
1556,-74.134564,40.636719,StatenIsland
1557,-74.143767,40.63511,StatenIsland
1558,-74.137615,40.631839,StatenIsland
1559,-74.142321,40.627297,StatenIsland
1560,-74.160581,40.636298,StatenIsland
1561,-74.159637,40.629946,StatenIsland
1562,-74.149816,40.629333,StatenIsland
1563,-74.17516,40.635187,StatenIsland
1564,-74.158003,40.621597,StatenIsland
1565,-74.147009,40.617595,StatenIsland
1566,-74.140466,40.612076,StatenIsland
1567,-74.135074,40.621649,StatenIsland
1568,-74.127996,40.617226,StatenIsland
1569,-74.077508,40.640882,StatenIsland
1570,-74.07972,40.629515,StatenIsland
1571,-74.076961,40.623541,StatenIsland
1572,-74.083263,40.619447,StatenIsland
1573,-74.080987,40.613595,StatenIsland
1574,-74.074998,40.634887,StatenIsland
1575,-74.068104,40.61172,StatenIsland
1576,-74.063421,40.612452,StatenIsland
1577,-74.073886,40.609265,StatenIsland
1578,-74.186791,40.601215,StatenIsland
1579,-74.168505,40.607293,StatenIsland
1580,-74.152195,40.599653,StatenIsland
1581,-74.139069,40.595492,StatenIsland
1582,-74.131296,40.591615,StatenIsland
1583,-74.138464,40.605248,StatenIsland
1584,-74.12665,40.604028,StatenIsland
1585,-74.118635,40.60507,StatenIsland
1586,-74.1102,40.607545,StatenIsland
1587,-74.101919,40.600389,StatenIsland
1588,-74.086604,40.604108,StatenIsland
1589,-74.088887,40.596733,StatenIsland
1590,-74.095331,40.590546,StatenIsland
1591,-74.065126,40.601677,StatenIsland
1592,-74.078747,40.597041,StatenIsland
1593,-74.065844,40.594935,StatenIsland
1594,-74.156772,40.588035,StatenIsland
1595,-74.163783,40.580151,StatenIsland
1596,-74.118065,40.588192,StatenIsland
1597,-74.147918,40.576362,StatenIsland
1598,-74.079237,40.588333,StatenIsland
1599,-74.090067,40.576176,StatenIsland
1600,-74.105572,40.565002,StatenIsland
1601,-74.112303,40.55706,StatenIsland
1602,-74.127535,40.545739,StatenIsland
1603,-74.102395,40.583191,StatenIsland
1604,-74.111715,40.575822,StatenIsland
1605,-74.119355,40.56794,StatenIsland
1606,-74.132027,40.570397,StatenIsland
1607,-74.145428,40.561224,StatenIsland
1608,-74.136827,40.554498,StatenIsland
1609,-74.154922,40.542162,StatenIsland
1610,-74.16231,40.536056,StatenIsland
1611,-74.176249,40.529598,StatenIsland
1612,-74.160326,40.556686,StatenIsland
1613,-74.177123,40.545079,StatenIsland
1614,-74.185039,40.55737,StatenIsland
1615,-74.193743,40.547439,StatenIsland
1616,-74.210334,40.548754,StatenIsland
1617,-74.206877,40.534119,StatenIsland
1618,-74.24317,40.515668,StatenIsland
1619,-74.231907,40.508274,StatenIsland
1620,-74.19886,40.520111,StatenIsland
1621,-74.223532,40.54855,StatenIsland
1622,-74.147589,40.537983,StatenIsland
1623,-73.741265,40.816045,Nassau
1624,-73.742241,40.804033,Nassau
1625,-73.730665,40.792042,Nassau
1626,-73.726583,40.786853,Nassau
1627,-73.727958,40.775288,Nassau
1628,-73.690607,40.772984,Nassau
1629,-73.687904,40.846452,Nassau
1630,-73.705971,40.843282,Nassau
1631,-73.696272,40.826643,Nassau
1632,-73.676223,40.822455,Nassau
1633,-73.699808,40.809479,Nassau
1634,-73.676036,40.807415,Nassau
1635,-73.680145,40.798905,Nassau
1636,-73.699131,40.786855,Nassau
1637,-73.67985,40.792243,Nassau
1638,-73.649209,40.805694,Nassau
1639,-73.628683,40.803103,Nassau
1640,-73.630648,40.787621,Nassau
1641,-73.64812,40.786346,Nassau
1642,-73.655417,40.770858,Nassau
1643,-73.633733,40.772647,Nassau
1644,-73.60363,40.779616,Nassau
1645,-73.701681,40.731678,Nassau
1646,-73.696889,40.740699,Nassau
1647,-73.69195,40.748745,Nassau
1648,-73.678081,40.745843,Nassau
1649,-73.685481,40.735389,Nassau
